Original_Value,Scrambled_Value
ST-Cloudability,otbiTilCd-auSly
HCPP,PCHP
CFAS-AB,BACFAS-
CFAS-ICORE,OCEICARF-S
OSLA,ASLO
DLC,DLC
CCTP Scripting,TgCipiStr cnPC
OrderTrack,OcrrakreTd
BIS/BAM,AIBBM/S
IOMIP,IOIMP
RNS,RSN
eTRACS,SeRATC
UPM.Order,UOrdMePr.
AHVMP,HVAMP
OCDA,ODAC
BOSSSWRCAccess,OBCsSeWSASscRc
EXCHPLUS,UHCLSXPE
NOW,ONW
UPM.Services,ervc.isUSPMe
DASHBOARD,ADHBDARSO
LS-OMS,SO-MLS
HCPTF,PCHFT
ALPS,LAPS
CCF-SBS,BFS-SCC
CCF-MAX,-MCFAXC
SMTCS,SSTMC
ARC,CAR
CC Tool,oT lCCo
DOSEN,SNODE
BBTi,BTBi
B2B XML DSL,M2XDB L LSB
BORIS,ORSIB
SBCButler,tBuelSrBC
Scrooge,ogerSoc
TFS,TSF
iCC,iCC
FPSC,FPCS
IBMC,MCBI
CCS-Tuxedo,-eCoSdCTxu
EASE - SW, EW-SSE A
DesignIt,istgIDne
SP,PS
Siebel RTM,eeTSMRilb 
CPEE,EPCE
CCS-CAS,ACSSCC-
CBS BVA BPM,CAB BVPBMS 
EBDB,BDBE
BVA,AVB
Splunk Mobility,onSklilyptu Mbi
Legal Home Page,Pme aogelag LeH
BOSS-SW,-WSOSBS
Ookla Device Speed Test,OD lSipeskevTete oeac d
HCEV,VCHE
CPSOS,SSPOC
NPMC Reporting,M reiNtCgRoPnp
WA,WA
ODB,BOD
NATR,NTAR
ATTM CRM,T TCMAMR
GRP-MOB-AIN,BP-RA-NGOMI
LUIE,EIUL
EASY - SE, EY-AESS 
SORD-PB,ODB-PRS
TIPS,STIP
CWDS,DCWS
DDMS,DMSD
APS,SPA
G2,2G
ATLAS,TALAS
HVA,HAV
ITSAQ,TIQAS
RAD,RAD
COFFI,OFFIC
Citrix Metaframe,mtrtaee aiiMxCrf
RiskResearch,arcReieRsskh
MSR-GTN,-RTNMSG
SWORDSS,SOSWRDS
OPUS - C,PUS O-C 
CDPRTOP,CRODTPP
ATS LGW DP,GDL AT SPW
ATS LGW CP,TCP LGA WS
AAF,FAA
AFT-DME,MTD-FEA
DAMM,MADM
DNS-MC,SDNCM-
CCSCS,SCSCC
CDP/Runtime,in/eumCRDPt
NH-Labrador,rNb-arHaLod
tWiki,itkWi
TGM,GTM
ZETA,EATZ
Teams E911,e1m9 TsaE1
SN GWS-VM,-S WMNGVS
DBI,IBD
ELRWS,SLWRE
SN-WVM,SVNW-M
SN-WCM,NSWM-C
ACM-C,CMAC-
Material management,lgmt aaaMnenaemtier
CTLT,LTCT
CCI,ICC
HGPHS,SGHPH
AMT,TMA
B2OP,OBP2
ACMBLDG,BMDLAGC
BCP,PCB
ISC OEM,OCEMI S
Teams Plus,eauT sPlsm
SN-WMM,-SWMNM
CRE-ESCv2,ECvS2ER-C
UPST Cloud,dCTloSuPU 
DBI-ORAA,O-RAAIBD
DBI-ASRM,S-DBRIAM
SN-WSK,S-WSNK
PPV SMS,PMSVS P
ALLOYITOMNOC,LMTOLAOONYIC
FALCON,OCFNLA
CLIP,ICLP
TCDIL,LICTD
AzNetcool,oolNAztce
Netcool NC Labs,clN ooaeNb tLsC
XPW,PWX
FPMP,MPFP
POS-Asset Protection,AsiSceo-tP PtrnetOos
AJP,PJA
PREP,PPRE
GRP-NSSD-OSS,SO-SSDRGPS-N
ECOMP PST,MCS POTEP
EPHA,HAPE
ALLOY_EVTXFORM,YTXLFRAOOEVM_L
ATT CCT Service Access Gateway,ewsee eCTAiGc AarT scT CySctav
SOA Cloud,uA lOdoSC
PREP-QT,TPRQEP-
FlexCloud,FuCellxod
ISAAC WFE,F SEAWICA
CDONextCP,DxOPNeCtC
CSI MQ,IMCSQ 
iQBar,BQair
Scoop,cooSp
CDO-Anthropic,OiC-ornAhDcpt
GWS-CAD-DMS,D-CAGMS-DSW
CRE-PMC,E-RCMCP
INLAP,ALNPI
CMT-VOICE,-TMOEVCCI
SMART Sales and Revenue Tracking,l renneaReSM neAR icgsavTaTdk uS
GRP-FOSE AI/ML,PR OMGEL/AS-IF
(FED) - iCAS,EC F- S)iDA(
ALMDRS,LMDARS
GRP-NIS-SATTERLEE-MAHAR,TNRAESSPMIERHG-ATL--ARE
RAISRE,ERIRSA
Quick Qual,uulciQQ ka
EFMS,EMSF
SNIRO-MS,SNOIRSM-
SHORTEN,TRHNOES
AT&T Tableau, aA&TTuTebla
CC,CC
LSRV,LRSV
CSFT-PB,SBC-TFP
PED-M,EM-DP
SBC SS,S CSSB
MCOM,MMCO
ACTOR,TOCAR
ROG Portal,rolORat PG
WOLFCAP,CAPFLOW
LCMT,CMLT
GRP-MOBCOREsz,OR-CsOzGBREMP
CCSSKY,YCKSSC
Enterprise DM,rsMeeit DErnp
AT&T NCM,TNCM AT&
CCS-PLATFORM-TOOLS,RTMOACO-SFPTLC-LSO
GRP-MOBCOREc4,Pc-E4RCROMGOB
INP,NIP
CADCS,ACDSC
VIEWGMPBILL,EGWLLIBIMPV
OOP CIP,OOPCP I
GRP-MOBCOREc2,cEB-MP2OGRRCO
ERPS,RPES
ScreenReady,nrdeyeRceSa
PC SIMS,M CPSSI
ASA-WM,SA-MWA
PIZCP-ES,-SEPCPIZ
PIZCP-RR,ZIR-PRPC
PIZCP-WBC,CP-BCZWPI
PIZCP-FHC,FHCPZ-IPC
PIZCP-AIMS,IPACIPZSM-
PIZCP,CZPPI
CCP2-CITRIX PLATFORM,CRMORIC LAT2-XTPFICP
DET Search,cEDTe Sahr
EAWeb,bEAWe
ELAAC,AECLA
AT&T CORE Governance, ecreOTEn &GnvaARCTo
GRP-CQE OPUS Regression,OCG R-PPgUEQRrs senioeS
GRP-CQE OPUS_ACC_ASF Product Client Support,d-itFurCPo uRGcO CEA lpPttSeSAo _CQPrnSp_CU
BWSFMC,BMWSCF
EGS,SGE
ATTASSISTANTAI,TASISITAASNTAT
EDD,DDE
TAX_Snowflake,eXAfS_wnaokTl
Sightline,igiehltnS
DNS POC, DSPNCO
BCPR,RBPC
EPALS,LAPES
EYGTP,GEYPT
ProDocs,ocrPsDo
FORUM_MGMT,_MFGUTMRMO
GRP-DI-NTWKOPS-SVCS,PGRPS-C-WDSNKVOI-TS
Exchange,xcngaeEh
MSEXO,MXESO
CWIAM-AM,-MACAMWI
(FED) - EDP,D -DFE) P(E
(FED) - FOBPM - EDP,-EDDMPFF-E) P  O B(
IDP-Customer Graph Cloud, ud tmhluDr-aoIoCepPGCsr
BELSFDC,LCEDSFB
AT&T-BLV,VT-TAL&B
TheAchievery,eeAhricvehyT
OLI,LIO
MTSFMC,CMTSMF
CCMule-CLM,CCMLeulMC-
USPe NCD,SC NePUD
USPe NTAS,UN PTASeS
USPe MTK DPS,PeSDP TSKM U
USPe SCCAS,PSACCSUeS 
USPe SBC,CSBSPe U
USPe CCF,Fe CCUPS
USPe DNS,UND SePS
USPe MRF,RMe SFPU
USPe NetACT Mantaray,tr yeeaMnPUaACNaS Tt
Radcom-VPMS,mdcoMR-PSaV
Radcom-VPMS-FN,cNaoPSdMR-Fm-V
USPe NIAM,U eSMNAPI
USPe DRA,DeAS RUP
USPe ARC,SAPeU CR
USPe IWSF,e FWUPISS
SBFLO,FLBOS
USPe CBAM,UPBCMAe S
USPe HPE OneView,UneSOH  wPeEiePV
USPe vUDR,SeUvD RPU
USPe ENUM,NS eUMUEP
USPe HSS,HPSS eUS
USPe RAR,AS ePRUR
DTA,TDA
SRTS,RSTS
AT&T ESG, A&SETGT
GICECAP-NHaaS,IEPC-ANHGCaSa
urlfilter,lrufltire
AJSC,SJAC
IDP-CENDS,IDDNCPSE-
ASON,ANSO
NH - DAP,AH  -NDP
DART,ATRD
iOMW,iWOM
CRIS Treatment,rtTaSInt eCmRe
NH-BNS,NHBN-S
IDP-BUPS-PCI,IBC-PPP-SUDI
APEX Labs,bXsPAELa 
LABRADOR,RALADBOR
PAM,MAP
CRST,CRST
ASP,PAS
C2M,2CM
LNP LSMS,PNSLSLM 
SPS,SSP
LNP TOOL, PLTONLO
NPE-VIPS,VEINPPS-
UADM,AUMD
RSB,BRS
EDI-BILLING,-LGLEIINBID
PULL BILL,LLU IPLBL
MAGTAPE,GMAETAP
BILL-DAY-EQUIP,PUYQILIBL--ADE
TAXING,NITGXA
UNBILLED OC&CS,USLD&BN IOLECC
BILL-CALCULATE,-LILEBTAULLCAC
CLUB,UBLC
ACCT-Interfaces Billing,slCrBtAeie CcfniInTgla-
CRIS Services,viCSsR rceSeI
CRIS-STUDIES,RUSTCDS-SEII
CRIS ADST,C IRATSSD
CRIS ASBS,BS IASRCS
AOFLOW â€“ (FED) â€“ APEX,âEOâOEAFL(ADF W  )““€X€ P
SLaunch,uLchnSa
LNP DT,LTP ND
LAUTO,OALUT
EASE - West,WSsEet  -EA
Helios,oeHsil
HISG,ISGH
APOLLO,OLLPOA
ICT,CIT
FBIS,ISFB
StataPile,ePtiaaltS
ECRS,RCSE
Frame.IO,Im.raeOF
IDP-Cart-and-Checkout-UI,Dcahdu-t-rk-ICe-UtPnIoaC
ran-uisp,unis-arp
FPC,CFP
ATT VERINT CQM,IT A ETQMNVRCT
Alvaria/Aspect VIA SaaS Cloud Platform,ScVaf/res aoatora lldmSAu vIlpAP CtAia
DPG - Customer & Accounts, sG-tcc tmur&PCsoe uDn oA
CCT WFM QPC MIG,TQ GCMPCFCI  MW
ODSPUDMY,MDUPYSDO
DRT,TRD
PCDA,DAPC
GICECAP-IPBBT,B-IPACPCITGEB
vUSP - vCSCF,  S-USPvCFvC
vUSP CM Repo,UeMoSRCpv  P
NetOpts,pNsOtet
NOWAiOneOpsGlobal,seAOlniWNaObGpOol
NOWAiOneOps,WApNnsiOOOe
AI Dr, AIrD
AiOps,OApsi
TAPM,TPAM
PAYCAP,PACAPY
iTDR,RTiD
MTSRA,ASTRM
MRT,TMR
WAS,AWS
CCS RCDP,PRC DCCS
MIS ANT,AITN SM
CTT,TCT
HOP,POH
Wanboot,tonbWao
QWIP,PIQW
CMSPort,MrtoSPC
DSview,DvwSei
DSI-ADMIN,MIDDS-INA
QDQC,DQQC
ULIS,LISU
RHNSAT,SNAHTR
DRPBOX,RPXODB
ID3,DI3
CLV,VLC
Auto-SFG,GAtuSFo-
AMITY,YIMTA
CRE InConEV, CERnCnEoIV
ILAB,BALI
ACCAI,CCAAI
ITO-EEM,I-EEOMT
Netcool-ITO,oNTctoIlO-e
FAME,MAEF
TRFA,ATRF
CFE,EFC
CESAR,RSACE
Robo,ooRb
D15OVG10,OD15V10G
OCG 7,COG7 
DevEx,vxEeD
Spkr,kSrp
ITODSM,ITODMS
CCEMAILRELAY,CYMERAACELIL
CCMULE,CEMCLU
GICECAP-SMLS,CSGMSIECLAP-
CP,CP
NAST,SNAT
PC-AWS BI,WISAPC -B
SACCE Plus,AlsPCSCE u
GFP-IP,FGPIP-
ORS,RSO
DPS ACS,A DCPSS
ITAMAC2000,20AMI0C0AT
MOBNT-MGCR20,MBOCTNRGM2-0
MOBNT-CPM,CBPTO-MMN
MOBNT-SFCS,FBONCSTSM-
BUSINESSDIRECT,BDUNTSCEIEISSR
RRACCOSRCDB,BOCCDACRRRS
C-FT,-TFC
DDP,DDP
ESP Agent,PASntEe g
ALM-DI,L-IDMA
NAST DUA, SUANATD
SN_NI_CORE,IE_NORCNS_
VCNT,TCNV
DMA-CSI,D-ICASM
SNMobile,SiNeMlob
ADSL-DOM,-ODLDSAM
SOEG,SGOE
INTERDASH,DSATRNHEI
AT&T Business Solutions SOD,i ioeADBntSuos sTlnsuTSO &s
APT,APT
TRiP,PiRT
CBS/Data Caches,CCBcDstaaa/Se h
CBS_ESD,_BSCESD
NOWIPAM,PAWIMNO
IWS,SWI
EBTA GUI,BGUTAE I
P1,1P
SNAP-NIS,N-ASNSPI
SANOT,NOTAS
CMDBHYD,HDMYBCD
SOEG-CMI,-OSEGCMI
AAWs,WsAA
CSCANS,CASSCN
Convergint,rntCivnego
NDR NCM,MNC NDR
GRP-DCO APP MGMNT,MMAG -DCPPN PTGRO
CNIS-cMME FirstNet,tiN-rtFNMCIE MescS
mASCERT,mERTCSA
CFA,CAF
GRP-CCT IVR SPT,S VPR C-ICPTRGT
Turbonomic,broTunmoci
FNMIS,MNSIF
QSP,QSP
T,T
GRP-NIS-SATTERLEE-DUELL,-PE-SELTGI-ULANRSTELRED
QCDashboad,hbDaosQaCd
MarTech,TreachM
Martech_Snowflake,akonSfwhc_lareMet
eCDW IMDM,eM IMCWDD
eCDW Marketing,kDgenaiWtM rCe
Martech-AWS,tc-AhSWrMae
DPG-CIMCDR,-RGIDDCPCM
UPM.Customer,rtmuCUoP.eMs
vccx,cvxc
SNOWMP,WPNSOM
TASS Corporate,SropeaT rSAtCo
Unlock,coUnkl
USDOTT,OUTTSD
LS CRM,LS RMC
CFAS-CS,AC-SFSC
DPG - Marketing,-kgne DaPtrGiM 
Business eBill,uBelsB silnies
EMM-CA,-MECMA
EGS SMTP,MEPG TSS
Internal SMTP Relay,eaPTRarSeyIMnt l ln
External SMTP Relay,yr SEMTnPlRaxlte ea
EFS,SEF
SPO,POS
IMR,IRM
TTDE,TEDT
CFC,FCC
MAILPROBE,REALBPMIO
CST,CTS
MSOD4B,BO4DMS
MS Search,ecSM rSah
BOX,BXO
FNIAM-ILM,MA-INLFIM
GALSYNC,AYGLCNS
RNX,NRX
ATTCOMPASS,SATCPOTMAS
B2Bi NG Gateway,2NGBGeyt aB wia
TNIB,ITBN
ECOR,OECR
RSDM,RDSM
B2BDA,BB2AD
GICECAP-IMCP,PCMEAI-IPGCC
Salesforce - NDS SBS,lDoNS - srSaSeSc eBf
MOBNT-CAZ SES,BMETNSC-SAZO 
CRE-CDMS,ECR-SMDC
GICECAP-INOP,IEAG-INPCPOC
FNIAM-AM,NAI-MFMA
CIAM-AM,-MAAICM
SLTO,TOLS
PC-CHECKR,RHPECCC-K
SENTRY,EYTNSR
TPG,GTP
TPB,PTB
JCIS,JCIS
CDOAAS,ACAODS
SMI-Pendulum,eIlPSuMunm-d
META Application,iElanptipoMTc AA
Sales Dashboard, bdrssahaSDoeal
DPG - UDART,D-TRGDPUA  
CDO-PULSE,CEUPLO-SD
MK,KM
ISSREF,RFSSIE
DELM,DMEL
CGKI,IGCK
OCAG,GACO
NGGN-I,G-NING
5620 Smallcell SAM,2lM ASleaS c05mll6
Smallcell HDM,eDSaclH lllMm
NDR_WEBEOC,C_ERNOBWDE
Cricket DSP,PrkCe SticD
SNRM,SMRN
TERADATA,DAARTTAE
AFA-Mobility,FMlby-oitiAA
IDP-TAAS,STDPAIA-
LSREC-ZABBIX,AZCXSREBBL-I
DDAP,DPDA
ITCLDB,DILTBC
GLO,GLO
GWS-ONEHUB,HSNW-EUOGB
GRP-PM,GRPM-P
PAR,RPA
NextGen Femto SAM and HDM,a enmDMHntN AxedM FG eSto
pckc,kccp
GRP-MCSBT,MPS-RGTBC
BR-SCP,PRBSC-
RAATS,RATAS
STRATA,SRAATT
OVALS,AOSVL
OVALS NSP RI,AI VPS LRSNO
ACBA,AABC
CSOTS,OCSTS
AMS,SMA
FVW,VFW
FASTAD,FSAADT
DWC-Spycloud,lpSDudcCWo-y
UMPL,UPLM
SPHERE,EEHSRP
Voltage,legotVa
ABR,RBA
ECO Suite, uSCetiOE
HVDTools,TsooHVDl
(FED) - DCAE,DC-(DFE) EA 
GICECAP-NCMT,A-MGCNTCPECI
NEAM,NEMA
UMPERP,ERPUPM
CAFE,AEFC
TDAP,DAPT
TDM-ETL,D-LTTEM
CT&V,V&TC
CSO-STIA,ISA-SOTC
SNOWGATE,GETSNAWO
INTL-M365-E5,-6MI535LETN-
ECRMI,CRIEM
AURAEngine,nReigAnUEA
VTILNOW,WLVONIT
CombinedOPSDB,bPeBCndimOoDS
CORES,RSCEO
CCT Maestro,CrTeC osatM
SiS,SSi
DPG - TLG Reports DataMart,-tM raDrpG aTaGt e LtDoPsR
eCDW Sunrise,eSresuDiCW n
DPG - Sales & Sunrise, GSSnees l Piru-Ds& a
eCDW,CeDW
ATT CCT Elastic,EciCTTtl CT Asa
WFM BB-Mobility NICE Cloud,lW MCIy-liobiBMEFCB oNd tu
SAN-NDFC,DC-SNFNA
CDO-Data Product Group,GDuort a-dcopOPaDu rCt
PDRA,ADPR
CCAP,CPAC
CART,ATCR
SFG,SFG
ATA-DATA,AAATTAD-
SABR,ABSR
PC-GCP BI, CIBPC-GP
SHODAN IIASE,IDSNO IAEAHS
AVAYA TCCS,VAAC YTASC
Sonus TCCS,SCCTuo nsS
BGP-Monitor,oiPotGBn-rM
DXC PWS,PD SWXC
GRP-FN Prod Rzn,-N FRRG nroPdPz
VMVC RESTR ESXi,STC ESVMRRXEVi 
VMVC,VCVM
vcom,mocv
NOWENX,NEWONX
INLAP-FC,AIL-CPNF
TNVCC,VCTCN
NOWFBBNB,WNBBFBNO
CCP2-SimpLogon,CCSnoompP-Lig2
TDA,TAD
U-SECREM,ESCU-MER
Nagios,ogNsai
SEP website,StweiPeEb s
NOWTNV,NWNOVT
AskAPP,PkAsPA
WSH-T3 JS,SS JWH3T-
(FED) - Granite-NIS,ISnt EG)N eDa-(iFr-
Oracle APEX,ecArXPaO El
PATA,TPAA
(FED) - CCP2,-)2(ED CC FP
WFOA,WOAF
LNPDASH,DLANSHP
CCDS,CSDC
CROS,OSCR
AART,RATA
Kiosk Pro,oKki rsoP
CCQT,QCTC
SF360,30S6F
mBBT,TmBB
QFBI,BFIQ
CPEdu,dCEuP
SAMM,MAMS
CSCE-DP D&A,CDAP&D-S CE
GRP-MQMON,RQGPMN-MO
QMS,QSM
EPS,EPS
WINCDDEV,WEDNVCID
MOREMQ,EOMMQR
RRS,SRR
HPDM,PHMD
NOWSECAudit,tASECudWiNO
ATTCOMM,ATCMMOT
CCTI Call Delivery,DCleyll Ive CaiTCr
SN ACM,NS AMC
E2EUXSTATUS,TASEXET2UUS
LS-ETM,SMTLE-
YODA,YAOD
CR-SNOW,-SONRCW
eFOSS,SFOeS
BBGTerminal,rGniBaTmeBl
TACs,TAsC
AT&T Scheduling,h cSg&TeunAdilT
IEBUS,ISUBE
UFDx,xUFD
ACC-ATLAS,A-SLACTCA
SACT,SCAT
C-HUB,BUH-C
IAMS,MISA
AUDU,UDAU
COPSIC,OCSICP
SCReporting,troRCnpigSe
DDAM SCCM,MMDCCDAS 
Enable,bnaEle
NW,NW
PBR,PBR
ss7fw,7sfsw
CSMULE,LUECSM
PMDB,DPBM
NR-SMSF,RM-FSSN
MOVADO,VODOMA
AOPT,TOPA
SCR-NOW,WCON-RS
KLARA,ALARK
QDF,DQF
YDF,DFY
NGNI,NGIN
NitroCore,reCtioNro
JVS,VSJ
RAS,ASR
MROS,SMOR
PW,WP
iASCE,ASiCE
SCI,CIS
NPP - C,CNP-P  
PB,BP
SF,FS
WBX,BXW
DCERT,ERTCD
BFA-Hawkeye,aAHFewkey-B
SMT,MST
DEV,VED
DPA Portal,arDPt lPoA
IDW Data Loads,aW LI aoDsdtaD
EMAS-COLDFUSION,AFMONSEUS-CLIOD
SN-WRM,RWSM-N
AIMACC,AAMCIC
Zerto,orZte
MCSS,CSMS
BastionShSvcs,vsBsiSctaohSn
CWTV,WCTV
CLOSENUPH,OSENPUHLC
ABSData,SDAaBat
CDRM,RDCM
COP_DW,_PCDOW
Mobility A7 LMS,iotLl S MiybM7A
AcceSS7 LMS,c7MALSSceS 
JIM,MJI
RVV,VVR
CRIS-UP,PI-UCRS
CSOSUP,OSCPSU
FLEX,FXEL
GROWTHHUB,OBRWUHHTG
DMCP,MPCD
MAS,SMA
ATTAC,TACAT
ATTSA,STTAA
Cyara Velocity,VrCy aitayolce
Botium,iBtuom
PC-DTools,DPC-oolTs
GRP-RAN RDMD,AMP RNGDRDR-
MSGRTR,MTRRGS
CCDL,CDLC
COU,CUO
CPQ,CQP
AICMMS,MCASMI
vSpam-MMS,paMSSmMv-
MOBNT-Adaptive AntiSpam Common,pmmSineOdnoAavTi pMNCtmatoA- B
MOBNT-Adaptive AntiSpam Email/SMS,eOtTnAltiBEmAMdaaiM pmS piN-SaS/v
SIM vOTA,vT SOIMA
SAG,AGS
MMS,MMS
TORCH,RHTOC
Challenger Voice,glrlaiceVehnCe o
Challenger Chat,lhCCaetehlga nr
HRONESTOP - GENESYS,TSG OE-RYNOP HESSEN
ATT NDC NPMC CTI FRAME,AMI TTDNTC CPACMNRF E 
ATT Coral Desktop,eoTkoACDTa lptr s
ATT DCD,TDD TCA
ATT CCTP CTI COBROWSE,BTOCR CCTTPTECIWAS O 
ATT PRT,RTTA PT
ATT CCTP REAL TIME REPORTING  FRAME,EERTT CTTC   IPNERMAERROMLG IPAFTA 
CCT CTI ELASTIC, IEALTCICTS CTC
ATT CCTP CTI FRAME,TCTFEARCMA C ITP T
ATT CCTP CTI DIGITAL, AT PT GCTAIDICLITTC
ATT CCTP HISTORICAL REPORTING FRAME,TSIATNTRF PIHTP E OITECMAAOGCCRL RR
ATT CCTP ICM GEN ADAPTER FRAME,ACMIA P  M FTACCGENPEATR TTEDR
CCT AIR,IA CTRC
CUICM,IUCCM
ELEAT,TELEA
USPe CSCF,SFSC CePU
USPe NCOM,MOPU NeSC
WEBSOS,SBSEWO
CCTP - ACT,PCTCAT C -
CBOT,OCBT
INSTAR,RTNISA
Boomerang,Bnaoorgme
TTY,YTT
Qfiniti Call Recording,rnlRtdQaigi oiCefcl ni
tprptg,ptgprt
MOBNT-XDM,OXTBDMM-N
DISN,NDSI
CSSO,SCSO
Vertica NRT Rep,er VReNRTaicp t
SAFARI,SAAFIR
ABPS,SAPB
DITREX,ITDEXR
TRIM,TIRM
LASA,ALSA
CHILIPIPER,HCRPIPLIEI
NTL,LNT
BigQuery,ByugierQ
ATT CCT APIGEE,GCAPIAET  TCTE
DialogFlow,laDgoFilwo
CESVOICE,VCCSEEOI
Biz case,cizsaBe 
TSAAS-Network,SeSTANr-otwkA
AIFG,FGIA
MMCI,MMIC
NA,NA
ATTNOW-CEM,TANCM-EWOT
OVALS NSP,VLPSOS AN
iQI,iIQ
eCDW Sales,CelDseSWa 
RDCQD,QDDRC
HICMD,CIHDM
SCAA,CAAS
LEADCAP,EDPAALC
STORM,ROMST
SMSD,SDMS
INV360,N63VI0
ContractCompAgents,gteoCmtnrtCApscnoa
NETMART,ATNTERM
RTNDT,NDTRT
CABS-SW,-SAWSCB
MLP,PLM
CBS/Databases,sDBaasSat/beC
CABS-AIT,BAT-CIAS
CCP2,C2PC
LNP SOA,LNO APS
NWP,NWP
RDC,CDR
NSPI,NSPI
Palo-AIRS,-PAlaIRoS
CRT-WFS,-FTWRSC
JANUS,JNASU
ESINET OSP ASR,TS SSNAIEE OPR
INTL HVD,TLVN HID
ABSDataWH,WaStaHDAB
CSOAO,OSOAC
USPe PS,P PUSSe
ACP-TMF727,TA7C-2FM7P
ACP-TMF635,T5PAFMC3-6
LOD-365,5DL6O-3
BLISS,ILSSB
GEARS,SEAGR
rainmaker,rreakanmi
NOWAODSAONInv,IASDOWNnAOOvN
NOVA-ML,-VNLOMA
SMTBR,BTSMR
GRP-CTXDevOps,OXvTPRCGDse-p
Netwalk,eNwaktl
LARIAT,ATALIR
WAVESTAR-OC48,CR4-ASWTV8AEO
DMOC,DMCO
ATS Flash, hTFSalAs
CDash,ChDsa
OPS Analytics,PAalint SycsO
EMF,FEM
CPOG,GPOC
CYBREPM,MCEBRYP
WIAM-CBB,MAC-WBIB
APCDSS,DACSSP
RSOU,UOSR
NDR-GLB,DLN-GBR
ewp,wpe
CCT ATT IPCS,CSITT CCA PT
CI-workflow (GitHub),HGibt)(ok-urwlwf ICo
MOOSE,MEOOS
NDC,DNC
NAVCAS,ASVANC
EOS,SEO
